"","name","releasedate"
"3528","Guns N Roses","2015"
"3529","Guns Of Benaras","2012"
"3530","Gupt","1997"
"3531","Gupt Gyan","1974"
"3532","Gupt Jaal","2001"
"3533","Gupt Shastra","1978"
"3534","Gupta Clinic","2015"
"3535","Gurgaon","2017"
"3536","Gurjar Aandolan","2014"
"3537","Guru","1989"
"3538","Guru","2007"
"3539","Guru","1980"
"3540","Guru Dakshina","1989"
"3541","Guru Dev","1993"
"3542","Guru Ghantal","1956"
"3543","Guru Ho Ja Shuru","1979"
"3544","Guru Mahaaguru","2002"
"3545","Guru Sisyan","1988"
"3546","Guru Suleman Chela Pahelwan","1981"
"3547","Gustakhiyan","2017"
"3548","Gusthkhi Maaf","1970"
"3549","Gutrun Gutargun","2017"
"3550","Guzaarish","2010"
"3551","Guzara","1954"
"3552","Gyaaniji","1977"
"3553","Gyara Hazar Ladkiyan","1963"
"3554","Ha Ha He He Ho Ho","1955"
"3555","Haadsa","1983"
"3556","Haal-e-dil","2008"
"3557","Haan Maine Bhi Pyaar Kiya","2002"
"3558","Haar Jeet","1954"
"3559","Haar Jeet","1990"
"3560","Haar Jeet","1972"
"3561","Haasil","2003"
"3562","Haat","2011"
"3563","Haath Ki Safai","1974"
"3564","Haathi Ke Daant","1973"
"3565","Haathi Mere Saathi","1971"
"3566","Habari","1979"
"3567","Had Bahedi","2010"
"3568","Hadh Kar Di Aapne","2000"
"3569","Hadh: Life On The Edge Of Death","2001"
"3570","Hafta Bandh","1991"
"3571","Hafta Vasuli","1998"
"3572","Hahakar","1996"
"3573","Hai","2012"
"3574","Hai Apna Dil Toh Awara","2016"
"3575","Haider","2014"
"3576","Haisiyat","1984"
"3577","Haiwan","1940"
"3578","Haiwan","1977"
"3579","Hal Aur Bandook","1989"
"3580","Halaat","1990"
"3581","Halaku","1956"
"3582","Halal Ki Kamai","1988"
"3583","Half Girlfriend","2017"
"3584","Half Ticket","1962"
"3585","Halla Bol","2008"
"3586","Halla Gulla","2015"
"3587","Halo","2000"
"3588","Hamara Adhikar","1971"
"3589","Hamara Desh","1940"
"3590","Hamara Dil Aapke Paas Hai","2000"
"3591","HAMARA DULHA","2000"
"3592","Hamara Ghar","1950"
"3593","Hamara Ghar","1964"
"3594","Hamara Haj","1957"
"3595","Hamara Khandaan","1988"
"3596","Hamara Sansar","1978"
"3597","Hamara Tiranga","2017"
"3598","Hamara Watan","1956"
"3599","Hamare Gam Se Mat Khelo","1967"
"3600","Hamari Adhuri Kahani","2015"
"3601","Hamari Baat","1943"
"3602","Hamari Bahu Alka","1982"
"3603","Hamari Beti","1950"
"3604","Hamari Betiya","1936"
"3605","Hamari Duniya","1952"
"3606","Hamari Kismat","1949"
"3607","Hamari Mazil","1949"
"3608","Hamari Ranbhoomi","2009"
"3609","Hamari Shaan","1951"
"3610","Hamari Yaad Aayegi","1962"
"3611","Hameer Haath","1964"
"3612","Hamen Bhi Jeene Do","1962"
"3613","Hamen Khelne Do","1962"
"3614","Hamesha","1997"
"3615","Hamilton Palace","2010"
"3616","Hamlet","1935"
"3617","Hanan","2005"
"3618","Hangama","1952"
"3619","Hangama","1971"
"3620","Hansa","2012"
"3621","Hansa Ek Sanyog","2016"
"3622","Hanso Hanso Aye Duniya Walo","1942"
"3623","Hanste Ansoo","1950"
"3624","Hanste Khelte","1984"
"3625","Hanste Khelte (TV)","1994"
"3626","Hanste Rehna","1950"
"3627","Hanste Zakhm","1973"
"3628","Hanuman","2005"
"3629","Hanuman Bhakt Hawaldar","2009"
"3630","Hanuman Chalisa","1969"
"3631","Hanuman Da Damdaar","2017"
"3632","Hanuman Janm","1954"
"3633","Hanuman Patal Vijay","1951"
"3634","Hanuman Vijay","1974"
"3635","Happi","2010"
"3636","Happi Days","2015"
"3637","Happy and Gay","2013"
"3638","Happy Anniversary","2015"
"3639","Happy Bhag Jayegi","2016"
"3640","Happy Birthday","2010"
"3641","Happy Ending","2014"
"3642","Happy Husbands","2011"
"3643","Happy Journey","2013"
"3644","Happy New Year","2014"
"3645","Haqddar","1981"
"3646","Haqeeqat","1995"
"3647","Haqeeqat","1985"
"3648","Haqeeqat","1964"
"3649","Haque","1991"
"3650","Har Dil Jo Pyaar Karega","2000"
"3651","Har Ek Friend Zaroori Hota Hai","2015"
"3652","Har Har Gange","1979"
"3653","Har Har Gange","1968"
"3654","Har Har Mahadev","1974"
"3655","Har Har Mahadev","1950"
"3656","Har Pall","2009"
"3657","Har Raat Naya Saudagar","2005"
"3658","Hara","2010"
"3659","Haraamkhor","2017"
"3660","Hare Kanch Ki Churiyan","1967"
"3661","Hare Rama Hare Krishna","1972"
"3662","Harfan Maula","1976"
"3663","Hari Darshan","1972"
"3664","Hari Puttar <U+0096> A Comedy of Terrors","2008"
"3665","Hari-Bhari: Fertility","2000"
"3666","Harishchandra","1958"
"3667","Harishchandra Taramati","1970"
"3668","Harishchandra Taramati","1963"
"3669","Hariyali Aur Raasta","1962"
"3670","Harjaee","1981"
"3671","Harry Potter and the Deathly Hallows <U+0096> Part 1","2010"
"3672","Harry Potter And The Deathly Hallows <U+0096> Part 2","2011"
"3673","Harud","2012"
"3674","Hasee Toh Phasee","2014"
"3675","Haseen Dacait","2001"
"3676","Haseena","1955"
"3677","Haseena <U+0096> Smart, Sexy, Dangerous","2011"
"3678","Haseena Maan Jaayegi","1999"
"3679","Haseena Parkar","2018"
"3680","Haseeno Ka Devta","1971"
"3681","Haseeno Ka Mela","2000"
"3682","Hasina Maan Jayegi","1969"
"3683","Hasino Ka Dalal","2004"
"3684","Hasmukh Pighal Gaya","2015"
"3685","Hastey-Hastey","2008"
"3686","Hasti","1993"
"3687","Hate Story","2012"
"3688","Hate Story 2","2014"
"3689","Hate Story 3","2015"
"3690","Hate Story 4","2017"
"3691","Hathapayi Enter The MMA","2015"
"3692","Hathkadi","1995"
"3693","Hathkadi","1982"
"3694","Hathkadi","1958"
"3695","Hathon Ki Lakeer","1986"
"3696","Hathyaar","1989"
"3697","Hathyar","2002"
"3698","Hatimtai","1990"
"3699","Hatimtai","1956"
"3700","Hatimtai","1947"
"3701","Hatimtai Ki Beti","1955"
"3702","Hattrick","2007"
"3703","Hatya","1988"
"3704","Hatya <U+0096> The Murderer","2004"
"3705","Hatya Chakra","1995"
"3706","Hatyara","1998"
"3707","Hatyara","1977"
"3708","Hatyare","1990"
"3709","Hatyarin","1991"
"3710","Haunted <U+0096> 3D","2011"
"3711","Haunted Child","2013"
"3712","Havas <U+0096> A Fun Game","2008"
"3713","Haveli","1985"
"3714","Haveli","1970"
"3715","Haveli Ke Peeche","1999"
"3716","Hawa","2003"
"3717","Hawa Mahal","1962"
"3718","Hawa Singh","2016"
"3719","Hawaa Hawaai","2014"
"3720","Hawai Dada","2010"
"3721","Hawaizaada","2015"
"3722","Hawalat","1987"
"3723","Hawas","2004"
"3724","Hawas","1974"
"3725","Hawas Ki Intehaa","2016"
"3726","Hawas Ki Raat","2001"
"3727","Hawayien","2003"
"3728","Haye Mera Dil","1968"
"3729","Haye Meri Jaan","1991"
"3730","Hazaar Chaurasi Ki Maa","1998"
"3731","Hazar Pariyan","1959"
"3732","Hazaron Khwaishein Aisi","2005"
"3733","He <U+0096> The Only One","2011"
"3734","Heart Land","2012"
"3735","Heartbeat","2011"
"3736","Heartless","2014"
"3737","Heat and Dust","1983"
"3738","Heer","1956"
"3739","Heer Ranjha","1970"
"3740","Heer Ranjha","1992"
"3741","Heer Ranjha","1948"
"3742","Heera","1973"
"3743","Heera","1947"
"3744","Heera Aur Patthar","1977"
"3745","Heera Moti","1979"
"3746","Heera Moti","1959"
"3747","Heera Panna","1974"
"3748","Heerabai","2000"
"3749","Heeralal Pannalal","1999"
"3750","Heeralal Pannalal","1978"
"3751","Heeriye","2015"
"3752","Heeron Ka Chor","1982"
"3753","Helen","2015"
"3754","Hello","2008"
"3755","Hello Brother","1999"
"3756","Hello Darling","2010"
"3757","Hello Girls","2001"
"3758","Hello Hum Lallann Bol Rahe Hain","2010"
"3759","Hello Hyderabad","2001"
"3760","Hello My Dear: Wrong Number","1986"
"3761","Hello Sundari","2001"
"3762","Hello Zindagi","2010"
"3763","Help","2010"
"3764","Henna","1991"
"3765","Her Nights","2002"
"3766","Her Story","2015"
"3767","Hera Pheri","2000"
"3768","Hera Pheri","1976"
"3769","Hera Pheri 3","2015"
"3770","Hera Pheri 4","2015"
"3771","Hercules","1964"
"3772","Hero","2015"
"3773","Hero","1983"
"3774","Hero Hindustani","1998"
"3775","Hero Hiralal","1988"
"3776","Hero Hyderabadi","2016"
"3777","Hero No.1","1997"
"3778","Hero No.1","1939"
"3779","Heroes","2008"
"3780","Heroine","2012"
"3781","Heroine No.1","2001"
"3782","Heropanti","2014"
"3783","Hey Bro","2015"
"3784","Hey! Ram","2000"
"3785","Heyy Babyy","2007"
"3786","Hi Fi Log","2007"
"3787","Hichki","2017"
"3788","Hide & Seek","2010"
"3789","Hifazat","1987"
"3790","Hifazat","1975"
"3791","Highway","2014"
"3792","Highway 203","2011"
"3793","Highway 5 (Punjabi)","2016"
"3794","Highway Courtesans","2004"
"3795","Hijack","2008"
"3796","Hill Station","1957"
"3797","Himalay Ke Anchal Mein","1995"
"3798","Himalay Ki Beti","1938"
"3799","Himalay Ki God Mein","1965"
"3800","Himalay Se Ooncha","1975"
"3801","Himalyaputra","1997"
"3802","Himmat","1996"
"3803","Himmat","1941"
"3804","Himmat","1970"
"3805","Himmat Aur Mehnat","1987"
"3806","Himmat E Mardan","1935"
"3807","Himmatwala","1998"
"3808","Himmatwala","2013"
"3809","Himmatwala","1983"
"3810","Himmatwali","2011"
"3811","Himmatwali","1947"
"3812","Himmatwar","1996"
"3813","Hind Ka Lal","1940"
"3814","Hind Ka NaPak Ko Jawab <U+0096> MSG The Lionheart 2","2017"
"3815","Hind Ki Beti","1998"
"3816","Hindi","2011"
"3817","Hindi Medium","2017"
"3818","Hindu <U+0096> Undivided Love","2010"
"3819","Hindustan Hamara","1950"
"3820","Hindustan Hamara","1940"
"3821","Hindustan Ki Kasam","1999"
"3822","Hindustan Ki Kasam","1974"
"3823","Hindustani","1996"
"3824","Hip Hip Hurrey","1984"
"3825","Hirasat","1987"
"3826","Hisaab Khoon Ka","1989"
"3827","Hisss","2010"
"3828","Hitler","1998"
"3829","Ho Gailaba Pyar Odniya Wali Se","2006"
"3830","Ho Gaya Hai Mera Dil Patanga","2017"
"3831","Ho Jatta Hai Pyar","2005"
"3832","Ho Sakta Hai","2006"
"3833","Hogaya Dimaagh Ka Dahi","2015"
"3834","Hogi Pyar Ki Jeet","1999"
"3835","Holi","1984"
"3836","Holi","1940"
"3837","Holi Ayee Re","1970"
"3838","Holiday","2006"
"3839","Holiday <U+0096> A Soldier Is Never Off Duty","2014"
"3840","Holiday 2","2016"
"3841","Holiday In Bombay","1941"
"3842","Holiday In Bombay","1963"
"3843","Hollow Man (dubbed from English)","2000"
"3844","Home Delivery","2005"
"3845","Home Stay <U+0096> Stay Alive","2016"
"3846","Honey","1982"
"3847","Honeymoon","1992"
"3848","Honeymoon","1960"
"3849","Honeymoon Travels Pvt Ltd.","2007"
"3850","Hong Kong","1962"
"3851","Honhar","1936"
"3852","Honhar Bachchey","1988"
"3853","Honour Killing","2014"
"3854","Hook Ya Crook","2011"
"3855","Hoor-E-Arab","1955"
"3856","Hope and a Little Sugar","2008"
"3857","Horn Ok Pleassss","2011"
"3858","Horror Night","2017"
"3859","Horror Story","2013"
"3860","Hosh <U+0096> Be Awake","2004"
"3861","Hoshiyar","1985"
"3862","Hospital","1943"
"3863","Hostel","2011"
"3864","Hot","2011"
"3865","Hot Mashooka <U+0096> A Dangerous Lover","2005"
"3866","Hot Money","2006"
"3867","Hot Teri Deewangi","2016"
"3868","Hota Hai Dil Pyaar Mein Paagal","2006"
"3869","Hote Hote Pyaar Ho Gaya","1999"
"3870","Hotel","1981"
"3871","Hotel","1956"
"3872","Hotel Beautifool","2015"
"3873","Hotel Grand","2012"
"3874","Hote","Mila"
"3875","Hottest Mail.com","2004"
"3876","House No.13","1991"
"3877","House No.44","1955"
"3878","Housefull","2010"
"3879","Housefull 2","2012"
"3880","Housefull 3","2016"
"3881","How is Wow","2015"
"3882","Howrah Bridge","1958"
"3883","Howrah Express","1961"
"3884","Hridaynath","2012"
"3885","Hrithik Roshan <U+0096> Sajid Khan<U+0092>s Next","2016"
"3886","Hu Tu Tu","1999"
"3887","Hua Savera","1948"
"3888","Huff! <U+0096> It<U+0092>s Too Much","2013"
"3889","Hukum Ka Ikka","1939"
"3890","Hukum Ka Ikka","1964"
"3891","Hukumat","1987"
"3892","Hukumnama","1995"
"3893","Hulchal","1951"
"3894","Hulchal","1971"
"3895","Hulchul","1995"
"3896","Hulchul","2004"
"3897","Hulla","2008"
"3898","Hulla Gulla","1954"
"3899","Hum","1991"
"3900","Hum Aap Aur Pyaar","2010"
"3901","Hum Aapke Dil Mein Rehte Hain","1999"
"3902","Hum Aapke Hai Koun!","1994"
"3903","Hum Bachhey Hindustan Ke","1984"
"3904","Hum Bade Aashiq Mizaaj","2016"
"3905","Hum Baja Bajaa Denge","2015"
"3906","Hum Bhi Insaan Hai","1948"
"3907","Hum Bhi Insaan Hain","1989"
"3908","Hum Bhi Kuch Kam Nahin","1958"
"3909","Hum Bhi Kuchh Kam Nahin","1980"
"3910","Hum Deewane Pyaar Ke","2001"
"3911","Hum Dil De Chuke Sanam","1999"
"3912","Hum Diwane","1965"
"3913","Hum Do Daku","1967"
"3914","Hum Do Hamare Do","1985"
"3915","Hum Dono","1995"
"3916","Hum Dono","1985"
"3917","Hum Dono","1961"
"3918","Hum Dono Honge Kaamyab","2016"
"3919","Hum Ek Hain","1970"
"3920","Hum Ek Hain","1946"
"3921","Hum Farishte Nahin","1988"
"3922","Hum Hai Dhamaal Ke","2010"
"3923","Hum Hai Pyar Mein","2003"
"3924","Hum Hai Raahi CAR Ke","2013"
"3925","Hum Hai Teen Khurafaati","2014"
"3926","Hum Haim Bharatwasi","2002"
"3927","Hum Hain Bemisal","1994"
"3928","Hum Hain Kamal Ke","1993"
"3929","Hum Hain Khalnayak","1996"
"3930","Hum Hain Lajawab","1984"
"3931","Hum Hain Premi","1996"
"3932","Hum Hain Rahi Pyar Ke","1993"
"3933","Hum Hain Wonder Boys","2016"
"3934","Hum Hindustani","1961"
"3935","Hum Ho Gaye Aapke","2001"
"3936","Hum Intezaar Karenge","1989"
"3937","Hum Jo Keh Na Paaye","2011"
"3938","Hum Junglee Hain","1974"
"3939","Hum Kahan Ja Rahe Hain","1966"
"3940","Hum Kaun Hai","2004"
"3941","Hum Kisi Se Kum Nahin","2002"
"3942","Hum Kisi Se Kum Nahin","1977"
"3943","Hum Ko Deewana Kar Gaye","2006"
"3944","Hum Matawle Naujawan","1962"
"3945","Hum Nahin Jhukenge","1985"
"3946","Hum Nahin Sudhrenge","1980"
"3947","Hum Naujawan","1986"
"3948","Hum Panch","1981"
"3949","Hum Panchhi Ek Daal Ke","2000"
"3950","Hum Panchhi Ek Daal Ke","1957"
"3951","Hum Phirr Mileinge<U+0085>","2009"
"3952","Hum Pyar Tumhi Se Kar Baithe","2002"
"3953","Hum Rahe Na Hum","1984"
"3954","Hum Saath Saath Hain","1999"
"3955","Hum Sab Chor Hain","1995"
"3956","Hum Sab Ullu Hain","2015"
"3957","Hum Se Badhkar Kaun","1981"
"3958","Hum Se Badhkar Kaun:The Entertainer","1998"
"3959","Hum Se Hai Zamana","1983"
"3960","Hum Se Na Jeeta Koi","1983"
"3961","Hum Se Na Takrana","1990"
"3962","Hum Sub Chor Hain","1973"
"3963","Hum Sub Chor Hain","1956"
"3964","Hum Sub Ustad Hain","1965"
"3965","Hum Tere Ashiq Hain","1979"
"3966","Hum To Chale Pardes","1988"
"3967","Hum To Mohabbat Karega","2000"
"3968","Hum Tum","2004"
"3969","Hum Tum Aur Ghost","2010"
"3970","Hum Tum Aur Mom","2005"
"3971","Hum Tum aur Woh","1972"
"3972","Hum Tum Dushman Dushman","2015"
"3973","Hum Tum Pe Marte Hain","1999"
"3974","Hum Tum Shabana","2011"
"3975","Hum Tum..Woh","2011"
"3976","Hum Tumhare Hain Sanam","2002"
"3977","Humare Tumhare","1979"
"3978","Humari Jung","1987"
"3979","Humayun","1945"
"3980","Humdard","1953"
"3981","Humdum","2005"
"3982","Hume Tumse Pyaar Kitna","2016"
"3983","Humein Haq Chahiye<U+0085>Haq Se","2016"
"3984","Humein Tumse Pyar Ho Gaya Chupke Chupke","2003"
"3985","Humjoli","1970"
"3986","Humjoli","1946"
"3987","Humkadam","1980"
"3988","Humko Deewana Kar Gaye","2006"
"3989","Humko Ishq Ne Maara (TV)","1997"
"3990","Humko Tumse Pyaar Hai","2006"
"3991","Humla","1992"
"3992","Humlog","1951"
"3993","Humne Jeena Seekh Liya","2008"
"3994","Humne Pyar Kiya","1991"
"3995","Humpty Sharma Ki Dulhania","2014"
"3996","Humraah","2011"
"3997","Humraaz","2002"
"3998","Humraaz","1967"
"3999","Humrahi","1945"
"4000","Humrahi","1974"
"4001","Humrahi","1963"
"4002","Humsafar","1953"
"4003","Humsaya","1968"
"4004","Humse Hai Muqabula","1994"
"4005","Humsey Hai Jahaan","2008"
"4006","Humshakal","1992"
"4007","Humshakal","1974"
"4008","Humshakals","2014"
"4009","Hungama","2003"
"4010","Hungama 2","2016"
"4011","Hunterrr","2015"
"4012","Hunterrr Sequel","2015"
"4013","Hunterwali","1959"
"4014","Hunterwali 77","1978"
"4015","Hurricane Express","1961"
"4016","Husn <U+0096> Love and Betrayal","2006"
"4017","Husn Aur Ishq","1966"
"4018","Husn Aur Talwar","2002"
"4019","Husn Banoo","1956"
"4020","Husn Bewafa","2006"
"4021","Husn Ka Chor","1953"
"4022","Husn Ka Ghulam","1968"
"4023","Husn Ka Ghulam","1933"
"4024","Hyderabad Blues","1998"
"4025","Hyderabad Blues 2","2004"
"4026","Hyderabad Ki Nazneen","1952"
"4027","Hyderabad Nawabs","2006"
"4028","Hyderabadi Bakra","2008"
"4029","Hyena Ek Chalak Haseena","2017"
"4030","I","2015"
"4031","I <U+0096> Proud To Be An Indian","2004"
"4032","I Am","2011"
"4033","I am in Love","2007"
"4034","I Am Kalam","2011"
"4035","I Am Singh","2011"
"4036","I Can<U+0092>t Think Straight","2007"
"4037","I Don<U+0092>t Luv U","2013"
"4038","I Hate Luv Storys","2010"
"4039","I Live in Behrampada","1993"
"4040","I Love Desi","2015"
"4041","I Love Dubai","2015"
"4042","I Love Julie","2002"
"4043","I Love NY","2015"
"4044","I Love You","1992"
"4045","I Love You Boss","2003"
"4046","I M 24","2012"
"4047","I See You","2006"
"4048","I, Me Aur Main","2013"
"4049","Ice Age: Collision Course (English)","2016"
"4050","Ichadhari Shaitan","2000"
"4051","Ichhayein Hazaar","2000"
"4052","Icy n Spicy","2007"
"4053","Idaya Malar","1976"
"4054","Idd Ka Chand","1933"
"4055","Idd Mubarak","1989"
"4056","Identity","2014"
"4057","Identity Card","2014"
"4058","Idi Kathakaadu","1979"
"4059","Idiot","2004"
"4060","Idiot Box","2010"
"4061","Idiot Nalayak Useless","2015"
"4062","Iisshhq Mallang","2015"
"4063","Ijaazat","1988"
"4064","Ikke Pe Ikka","1994"
"4065","Ikraar","1979"
"4066","Ilaaka","1989"
"4067","Ilamai Oonjal Aadukirathu","1978"
"4068","Ilzaam","1986"
"4069","Ilzaam","1954"
"4070","Ilzaam","1971"
"4071","Imaan","1974"
"4072","Imaan Dharam","1977"
"4073","Imaandaari Ki Maa Ki Aankh","2011"
"4074","Imaandar","1987"
"4075","Immortals","2010"
"4076","Impatient Vivek","2011"
"4077","Imperial Mail","1939"
"4078","Impossible","1938"
"4079","Imtihaan","1994"
"4080","Imtihaan","1974"
"4081","Imtihaan","1949"
"4082","In India Today","1991"
"4083","In Search of an Impotent Man","2005"
"4084","In The Name Of.. Tai","2012"
"4085","In Which Annie Gives It Those Ones","1989"
"4086","Inaam","1955"
"4087","Inam Dus Hazar","1987"
"4088","Independence Day: Resurgence (English)","2016"
"4089","India In Africa","1939"
"4090","Indian","2001"
"4091","Indian Babu","2003"
"4092","Indira","1992"
"4093","Indira M.A.","1934"
"4094","Indra Jeet","1991"
"4095","Indra Leela","1956"
"4096","Indra Sabha","1956"
"4097","Indra Sabha","1932"
"4098","Indrudu Chandrudu","1989"
"4099","Indu Sarkar","2017"
"4100","Inferno","2016"
"4101","Infinite Justice","2005"
"4102","Inkaar","1943"
"4103","Inkaar","1977"
"4104","Inkaar","2013"
"4105","Inquilab","1984"
"4106","Inquilab","1956"
"4107","Insaaf","1987"
"4108","Insaaf","1997"
"4109","Insaaf","1966"
"4110","Insaaf","1974"
"4111","Insaaf <U+0096> The Justice","2004"
"4112","Insaaf Apne Lahu Se","1994"
"4113","Insaaf Ka Khoon","1991"
"4114","Insaaf Ka Mandir","1970"
"4115","Insaaf Ka Tarazu","1980"
"4116","Insaaf Kaun Karega","1987"
"4117","Insaaf Ki Awaz","1986"
"4118","Insaaf Ki Devi","1992"
"4119","Insaaf Ki Jung","1988"
"4120","Insaaf Ki Jung","2006"
"4121","Insaaf Ki Manzil","1988"
"4122","Insaaf Ki Pukar","1987"
"4123","Insaaf Main Karoonga","1985"
"4124","Insaan","1982"
"4125","Insaan","1952"
"4126","Insaan Aur Shaitan","1970"
"4127","Insaan Jaag Utha","1959"
"4128","Insaan Ya Shaitan","1933"
"4129","Insaaniyat","1994"
"4130","Insaaniyat","1974"
"4131","Insaaniyat","1955"
"4132","Insaaniyat Ke Devta","1993"
"4133","Insan","2005"
"4134","Insaniyat Ke Dushman","1987"
"4135","Inside Out","2015"
"4136","Inspecter Dhanush","1991"
"4137","Inspector","1970"
"4138","Inspector","1956"
"4139","Inspector Eagle","1979"
"4140","Inteha","2003"
"4141","Inteha","1984"
"4142","Inteha Pyar Ki","1992"
"4143","Inteqam","2001"
"4144","Inteqam","1969"
"4145","Inteqam","2004"
"4146","Inteqam","1988"
"4147","Inteqam Aurat Ka","1999"
"4148","Inteqam Ke Sholey","1995"
"4149","Inteqam Ki Aag","1986"
"4150","International Crook","1974"
"4151","International Hero","2015"
"4152","International Khiladi","1999"
"4153","Internet Ke Thagg","2017"
"4154","Intezar","1973"
"4155","Inth Ka Jawab Patthar","2001"
"4156","Iqbal","2005"
"4157","Iqraar","1942"
"4158","Iqraar <U+0096> By Chance","2006"
"4159","Iraada","1990"
"4160","Irada","2017"
"4161","Iran Ki Ek Raat","1949"
"4162","Irrfan <U+0096> Aditi<U+0092>s Untitled","2015"
"4163","Is Paar Ya Us Paar","1990"
"4164","Is Raat Ki Subah Nahi","1996"
"4165","Ishaan","2011"
"4166","Ishaara <U+0096> Call of Love","2011"
"4167","Ishaqzaade","2012"
"4168","Ishara","1964"
"4169","Ishk Actually","2013"
"4170","Ishkq In Paris","2013"
"4171","Ishq","1997"
"4172","Ishq Aur Inteqam","1993"
"4173","Ishq Click","2016"
"4174","Ishq De Maare","2015"
"4175","Ishq Deewana","2010"
"4176","Ishq Forever","2016"
"4177","Ishq Hai Tumse","2004"
"4178","Ishq Ho Gaya Mamu","2011"
"4179","Ishq Ishq Ishq","1974"
"4180","Ishq Junoon","2016"
"4181","Ishq Ka Jazbaa","2017"
"4182","Ishq Ka Manjan","2015"
"4183","Ishq Ke Parindey","2015"
"4184","Ishq Mein Jeena Ishq Mein Marna","1994"
"4185","Ishq Na Karna","2006"
"4186","Ishq Ne Krazy Kiya Re","2015"
"4187","Ishq Per Jor Nahin","1970"
"4188","Ishq Qayamat","2004"
"4189","Ishq Samundar","2016"
"4190","Ishq Uncensored","2015"
"4191","Ishq Vishk","2003"
"4192","Ishq Vs Luv","2015"
"4193","Ishqedarriyaan","2015"
"4194","Ishqeria","2015"
"4195","Ishqiya","2010"
"4196","Ishwar Allah Tere Naam","1983"
"4197","Isi Ka Naam Duniya Hai","1962"
"4198","Isi Ka Naam Zindagi","1992"
"4199","Isi Life Mein","2010"
"4200","Iski Topi Uske Sar","1998"
"4201","Island City","2016"
"4202","Issaq","2013"
"4203","Isssak","2011"
"4204","It<U+0092>s A Man<U+0092>s World","2010"
"4205","It<U+0092>s a Wonderful Afterlife","2010"
"4206","It<U+0092>s Breaking News","2007"
"4207","It<U+0092>s My Life","2012"
"4208","It<U+0092>s Rocking <U+0096> Dard-E-Disco","2012"
"4209","Item Girl","2006"
"4210","Itihaas","1997"
"4211","Itihaas","1987"
"4212","Itni Jaldi Kya Hai","1986"
"4213","Itni Si Baat","1981"
"4214","Ittefaq","2017"
"4215","Ittefaq","2001"
"4216","Ittefaq","1969"
"4217","Izhaar","1989"
"4218","Izzat","1991"
"4219","Izzat","1952"
"4220","Izzat","1968"
"4221","Izzat","1937"
"4222","Izzat Aabroo","1990"
